,blackHoleAccretionRate,blackHoleEddingtonRatio,redshift_x,galaxy_id,blackHoleMass,index,htmid_8,magNorm,redshift_y,M_i,ra,dec,seed,agn_sf_u,agn_sf_g,agn_sf_r,agn_sf_i,agn_sf_z,agn_sf_y,agn_tau_u,agn_tau_g,agn_tau_r,agn_tau_i,agn_tau_z,agn_tau_y
7089,11525504.196932644,0.029365469463225907,2.546754799810607,1891636867,17840224.04484585,1473,147048,27.441351847926637,2.546754799810607,-19.111778889785118,52.604467579241316,-28.019658370398876,1972373.0,0.7629,0.672,0.5951,0.5429,0.5076,0.4817,130.6,136.4,142.3,146.9,150.4,153.1
7090,16029720.755306685,0.07004683554154924,2.563753436453242,1891636912,10401949.853445776,1474,147048,26.869972869716978,2.563753436453242,-19.590980632214762,52.537381888905124,-28.024350876478266,613460.0,0.6648,0.5857,0.5187,0.4732,0.4425,0.4199,33.03,34.86,36.7,38.16,39.27,40.15
7091,33370413.67473346,0.06708698228363584,2.536908381614947,1891637366,22610004.707055528,1475,147174,26.207442454814796,2.536908381614947,-20.386482076556092,53.03247436604576,-27.560273132483047,5526139.0,0.5867,0.5152,0.4548,0.414,0.3864,0.3663,192.3,201.7,211.1,218.6,224.2,228.7
7092,8385106.10322429,0.014531362424114734,2.4905258930748437,1891638852,26228867.974395357,1476,147051,27.977540409613617,2.4905258930748437,-18.66808241412718,52.68442186548972,-27.827697533552314,9542243.0,0.9549,0.8415,0.7454,0.6802,0.636,0.6037,94.56,99.33,104.1,107.9,110.7,113.0
7093,29897843.70574266,0.04516751792815476,2.5115596675456504,1891643660,30087836.526178908,1477,147051,26.424741104362134,2.5115596675456504,-20.212388825942057,52.55454029863181,-27.710134628584285,9776296.0,0.6854,0.6028,0.533,0.4857,0.4538,0.4303,131.3,137.0,142.7,147.2,150.6,153.2
7094,130580779.48166913,0.017222280075634654,2.5104613279406296,1891647534,344640195.7448587,1478,147051,24.94719077521953,2.5104613279406296,-21.692060553106355,52.53484041244852,-27.67239995179805,1162404.0,0.7752,0.6816,0.6024,0.5489,0.5126,0.4861,90.41,95.05,99.72,103.4,106.2,108.4
7095,15906475.03186602,0.03459313389638087,2.560546775185544,1891649419,20900725.40184597,1479,147048,26.98451776581678,2.560546775185544,-19.48625541859916,52.49082681945157,-28.05136645880895,2547850.0,0.6733,0.5929,0.5248,0.4787,0.4475,0.4246,126.2,132.8,139.5,144.7,148.6,151.8
7096,13277766.494070264,0.0143546663480518,2.545471776568403,1891651172,42044504.97182532,1480,147174,27.39021301758956,2.545471776568403,-19.16877925964252,53.135221877701014,-27.568118437829238,2750227.0,1.051,0.9254,0.8188,0.7466,0.6977,0.6619,57.15,59.64,62.13,64.08,65.54,66.71
7097,21335624.05335666,0.02992905624558957,2.451055153137706,1891654157,32403330.24123694,1481,147049,26.86130328720574,2.451055153137706,-19.787442399434575,52.71517285235665,-27.70658266980268,3448218.0,0.8316,0.7292,0.643,0.5847,0.5454,0.5166,120.1,125.4,130.7,134.8,137.9,140.4
7098,9487754.766642539,0.02868663533607812,2.5162595247124693,1891654450,15033536.531889882,1482,147048,27.732108342547704,2.5162595247124693,-18.89593798707074,52.65037466113774,-28.042590164999663,3570806.0,0.8219,0.7237,0.6406,0.5842,0.5461,0.5182,86.5,90.78,95.09,98.47,101.0,103.1
7099,10454147.898107009,0.015595041397515485,2.4852318352833818,1891661668,30470489.22221844,1483,147051,27.72643935559712,2.4852318352833818,-18.91876982854503,52.63672321101825,-27.647274556913786,2194564.0,0.9274,0.8155,0.7209,0.6569,0.6136,0.5819,100.5,106.0,111.6,116.0,119.3,121.9
7100,4872356.476367822,0.014183838754808449,2.4904516367510863,1891662175,15614302.499789031,1484,147174,28.57427342523282,2.4904516367510863,-18.071427247011826,52.93357792154488,-27.695805791919188,3146328.0,1.167,1.027,0.9088,0.8287,0.7745,0.7348,152.3,160.7,169.1,175.8,180.9,184.9
7101,151615996.18973082,0.014181179672801922,2.504038790817301,1891664448,485970585.62481767,1485,147048,24.80869293807635,2.504038790817301,-21.828788711169665,52.60856626841056,-27.9176115000051,4192603.0,0.748,0.6584,0.5827,0.5313,0.4966,0.4711,338.4,354.9,371.5,384.5,394.3,402.1
7102,6200332.745583981,0.01454899900715146,2.564196281547055,1891665451,19371319.393101923,1486,147051,28.121266898529313,2.564196281547055,-18.338330146431336,52.66129758201765,-27.752127705021966,5749228.0,1.365,1.199,1.059,0.9648,0.9008,0.854,200.3,212.4,224.7,234.5,241.9,247.9
7103,22682911.747040443,0.011645113507142717,2.519131582450697,1891666447,88538548.15712076,1487,147049,26.896952907897315,2.519131582450697,-19.725537689562906,52.717475557063466,-27.65537558363306,6720886.0,1.006,0.8852,0.7828,0.7134,0.6665,0.6321,115.3,120.6,126.0,130.2,133.3,135.8
7104,9552363.282043045,0.016422360235351208,2.502939526492736,1891667332,26439459.6622774,1488,147048,27.809761798249177,2.502939526492736,-18.827227512663494,52.6741902330885,-27.87517720208977,4775230.0,1.01,0.8865,0.7822,0.7118,0.6642,0.6294,56.34,58.73,61.12,62.99,64.39,65.5
7105,26295800.68898792,0.03470336654661096,2.4995338611949998,1891667414,34442297.29343061,1489,147051,26.60005308803001,2.4995338611949998,-20.036107650222707,52.62069923139948,-27.67746090735726,2025215.0,0.9277,0.8128,0.7161,0.6508,0.6067,0.5745,111.0,115.8,120.7,124.5,127.4,129.7
7106,3597574986.266505,0.07276349372597815,2.566563589135522,1891667719,2247365091.5555778,1490,147048,20.939293957726072,2.566563589135522,-25.513050494543076,52.58507206219844,-28.004779653841144,6814785.0,0.3182,0.2793,0.2465,0.2242,0.2093,0.1983,289.5,301.5,313.5,322.8,329.8,335.4
7107,8259586.1092567295,0.022514106555038514,2.48609256735263,1891670861,16675577.6571077,1491,147049,27.93403017207041,2.48609256735263,-18.71135395431985,52.729100593499886,-27.715653916928837,8722940.0,1.236,1.088,0.962,0.877,0.8194,0.7773,41.76,43.76,45.77,47.34,48.53,49.48
7108,69246314.82661672,0.011158350079036513,2.490668901717421,1891671303,282081108.99474454,1492,147051,25.7059435029147,2.490668901717421,-20.93952938709489,52.69801722303391,-27.833882746689437,3409670.0,0.944,0.8298,0.7333,0.668,0.6239,0.5915,288.6,303.9,319.3,331.5,340.8,348.1
7109,16736960.894092819,0.023773962786580827,2.4858302590093624,1891673400,32000174.16368245,1493,147051,27.154640150144605,2.4858302590093624,-19.490690697982966,52.695905169161136,-27.84247472671192,3182544.0,1.213,1.066,0.9407,0.8562,0.7992,0.7575,105.2,109.3,113.4,116.5,118.9,120.8
7110,19581746.230107155,0.013456536963757685,2.530459068436441,1891675788,66144757.487979196,1494,147051,27.030063304833686,2.530459068436441,-19.584587948478738,52.57603633622824,-27.775187127947092,5150662.0,1.116,0.9794,0.8645,0.7867,0.7343,0.6959,97.38,102.0,106.6,110.2,112.9,115.1
7111,277735643.97131944,0.3109922015142414,2.5299251132285594,1891676497,40593774.99427001,1495,147051,23.704339879907522,2.5299251132285594,-22.911821272347858,52.50362810188053,-27.719679842828263,1118574.0,0.3606,0.3173,0.2807,0.256,0.2392,0.2269,36.23,37.93,39.63,40.97,41.98,42.78
7112,7287052.009820138,0.01680043162662158,2.528843958272774,1891676499,19715543.277182676,1496,147051,28.082191529469007,2.528843958272774,-18.534478117673746,52.50429794089238,-27.719402247191322,5067744.0,1.05,0.9236,0.817,0.7448,0.6959,0.6602,161.7,169.0,176.3,182.0,186.2,189.7
7113,5361797.843584738,0.01839038651074173,2.561220337830777,1891676686,13252472.081375333,1497,147048,28.257214871696338,2.561220337830777,-18.211496040232024,52.72381518257097,-27.954866159513656,3551429.0,1.286,1.131,1.0,0.912,0.8522,0.8083,97.54,103.1,108.8,113.2,116.6,119.3
7114,14940500.367987964,0.029637650421441782,2.567476857538202,1891676687,22913882.964185566,1498,147051,27.052867215703674,2.567476857538202,-19.396678671187026,52.67240889124989,-27.81486718833481,2522579.0,0.9868,0.8687,0.7688,0.7011,0.6553,0.6217,80.09,83.78,87.47,90.36,92.54,94.27
7115,8462445.097973464,0.020265914263918543,2.4860540692839566,1891677833,18980470.871095773,1499,147174,27.92186101174983,2.4860540692839566,-18.723515297122812,53.13289793859115,-27.564622591235526,69084.0,1.146,1.008,0.8922,0.8134,0.7601,0.7211,177.3,185.1,192.8,198.9,203.4,207.0
7116,6455496.138447013,0.015964071139667777,2.5161159145344127,1891678172,18380752.634430375,1500,147051,28.233247479569147,2.5161159145344127,-18.395076555446416,52.48236443702812,-27.677038922831525,8415320.0,1.518,1.336,1.183,1.079,1.009,0.9571,179.1,186.8,194.6,200.6,205.2,208.8
7117,10343872.025190227,0.014977597202215176,2.5236863758483925,1891680195,31391951.24538879,1501,147051,27.71742254319578,2.5236863758483925,-18.90166582388321,52.54180755974299,-27.760134709842806,5636911.0,1.12,0.9871,0.8742,0.7976,0.7458,0.7078,145.1,151.9,158.7,164.0,168.0,171.2
7118,13229755.118363926,0.020274613601928112,2.556821042856639,1891681898,29660368.241148133,1502,147048,27.281440139164175,2.556821042856639,-19.211946521064426,52.532595766325585,-28.164477748191334,3359877.0,1.032,0.9074,0.8018,0.7304,0.6821,0.6468,75.16,79.1,83.08,86.21,88.58,90.47
7119,35726949.82185607,0.018686180699405728,2.5123181637128567,1891683328,86906591.06606345,1503,147051,26.349055221378404,2.5123181637128567,-20.286609393203335,52.57548775988475,-27.76683693828204,9188502.0,0.6482,0.5709,0.5054,0.461,0.431,0.409,198.5,208.1,217.8,225.3,231.1,235.6
7120,15451567.253541669,0.0648090352243711,2.556121786203207,1891685640,10837130.403786093,1504,147048,26.95776798182772,2.556121786203207,-19.540224047900242,52.534548975165954,-28.07468239451419,9313545.0,0.7592,0.6686,0.5918,0.5398,0.5046,0.4788,88.76,94.15,99.62,104.0,107.3,109.9
7121,23882053.7657048,0.04368839591363254,2.494770169244314,1891689365,24847511.009265337,1505,147048,26.6788704367087,2.494770169244314,-19.962298675159037,52.58417980387068,-27.998520633124652,6812199.0,0.8336,0.7335,0.6488,0.5914,0.5527,0.5242,114.5,119.8,125.2,129.4,132.6,135.1
7122,481228996.55656993,0.05613384468072472,2.5278194402113097,1891689922,389676592.1244128,1506,147051,23.33821382164888,2.5278194402113097,-23.27893721224083,52.5531083938112,-27.783432990122275,6692951.0,0.4646,0.4087,0.3615,0.3295,0.3078,0.292,75.31,78.39,81.46,83.86,85.66,87.09
7123,45725973.10611657,0.02298369359607674,2.546119170970059,1891690887,90431649.47865845,1507,147174,25.97147057919796,2.546119170970059,-20.58456414106513,53.09734759916485,-27.53392839236729,54532.0,0.7967,0.6996,0.6176,0.5621,0.5247,0.4973,199.3,209.5,219.7,227.8,233.9,238.7
7124,21291378.04750363,0.025223786684508077,2.513147565377692,1891691971,38368145.24936343,1508,147049,26.872232814773376,2.513147565377692,-19.76182921292517,52.91318827606681,-27.5600875256776,2635525.0,0.9539,0.8386,0.7412,0.6752,0.6307,0.598,67.4,69.77,72.12,73.95,75.32,76.4
7125,6787172.290597822,0.020880318610333046,2.5232527271181877,1891697746,14775053.826915206,1509,147049,28.132813175673682,2.5232527271181877,-18.486478026831072,52.79875332497628,-27.705945010668042,1290186.0,1.037,0.9111,0.805,0.7331,0.6846,0.649,184.6,192.2,199.7,205.6,210.1,213.6
7126,3381125.392458357,0.01469648438349604,2.498542847986145,1891698884,10457434.161030056,1510,147049,28.960268303179337,2.498542847986145,-17.676935186496102,52.81506798814585,-27.58116456125105,8983178.0,1.033,0.906,0.7988,0.7264,0.6775,0.6418,167.5,177.2,187.1,194.9,200.8,205.5
7127,91690838.57661125,0.12930889954460678,2.5366251943883213,1891701194,32231079.25690947,1511,147048,25.01406780853114,2.5366251943883213,-21.580767205359194,52.623657228565726,-27.995739631316493,8713084.0,0.5169,0.4553,0.4031,0.3678,0.3438,0.3263,59.28,61.67,64.05,65.91,67.3,68.41
7128,14677275.341008425,0.02598824465830045,2.4919369880444733,1891701331,25671178.94681141,1512,147048,27.284826097512084,2.4919369880444733,-19.359316897799506,52.51108006763951,-28.072332831081255,5340640.0,0.7977,0.7013,0.6199,0.5647,0.5275,0.5002,92.48,97.22,102.0,105.7,108.6,110.9
7129,7541898.484473771,0.023075530766656544,2.550402974568954,1891701812,14856150.913392464,1513,147048,27.920284877271428,2.550402974568954,-18.61536393787967,52.59288781956429,-27.898812629094827,204096.0,1.064,0.9378,0.8311,0.7587,0.7097,0.6737,17.01,17.79,18.58,19.19,19.66,20.03
7130,10621384.866183259,0.01400134528010619,2.5587340431696095,1891704870,34481702.40299127,1514,147174,27.559383197232773,2.5587340431696095,-18.921403199396583,52.98599512656312,-27.593047117369082,2526584.0,1.198,1.054,0.933,0.8506,0.7949,0.7541,58.69,60.92,63.13,64.85,66.14,67.17
7131,364451346.3090039,0.015082372773878852,2.5438535411453773,1891709633,1098366320.415014,1515,147051,23.77060502969749,2.5438535411453773,-22.795779206153902,52.6584756687611,-27.849297824779196,4475680.0,0.575,0.5054,0.4466,0.4068,0.3799,0.3602,228.7,239.7,250.6,259.3,265.8,270.9
7132,43353117.99494729,0.03462739699098384,2.5369474496908726,1891710438,56908588.104693554,1516,147174,26.01153827027146,2.5369474496908726,-20.582260649598396,52.92344092366014,-27.62132363073626,6313429.0,0.6741,0.5933,0.5249,0.4785,0.4472,0.4242,64.45,67.42,70.38,72.71,74.46,75.86
7133,598631738.7170304,0.022389530887310015,2.5445858978662668,1891711742,1215323970.6093745,1517,147174,23.170949452236645,2.5445858978662668,-23.392089581515666,53.16068629534953,-27.55523331108275,8864803.0,0.5376,0.4735,0.4192,0.3824,0.3575,0.3392,237.7,248.8,259.9,268.6,275.2,280.4
7134,15566660.42235784,0.017012721125080527,2.512422462362397,1891712538,41590964.11099192,1518,147051,27.26967068808987,2.512422462362397,-19.365792415210546,52.533129761066725,-27.738453894450974,5594573.0,1.036,0.9114,0.8059,0.7344,0.6861,0.6507,110.8,115.8,120.8,124.6,127.6,129.9
7135,9063152.335536381,0.04028466521416516,2.487613792408302,1891713607,10226260.230958842,1519,147048,27.753455110905488,2.487613792408302,-18.892237384117077,52.78911064603758,-27.849064502944966,1137007.0,1.266,1.114,0.986,0.899,0.8402,0.797,55.29,57.83,60.38,62.38,63.89,65.08
7136,22183437.525781278,0.06284239442988923,2.475743429459386,1891714981,16045506.835018154,1520,147174,26.709687479870066,2.475743429459386,-19.9312755235423,53.03740942096199,-27.596865629014008,7517316.0,0.7912,0.6959,0.6154,0.5608,0.524,0.4969,209.8,217.1,224.3,229.9,234.1,237.4
7137,16446099.809966093,0.04996409231015987,2.563904002182876,1891715001,14961744.660976976,1521,147174,26.8875955276337,2.563904002182876,-19.57289679316656,52.97118830378063,-27.557354786694077,7975924.0,0.7339,0.6446,0.5693,0.5183,0.4839,0.4587,126.5,132.3,138.1,142.7,146.1,148.9
7138,1511434777.1430688,0.1427968671258674,2.550095347826475,1891717171,481114061.967997,1522,147051,21.88043138601554,2.550095347826475,-24.657242668994243,52.76081770318707,-27.829079816975728,4059370.0,0.3262,0.2864,0.2529,0.2302,0.2148,0.2036,93.12,96.74,100.3,103.1,105.2,106.9
7139,27524967.26968277,0.03501115743569515,2.5725165770546705,1891717832,35735318.896344,1523,147051,26.36327607771192,2.5725165770546705,-20.087244353267764,52.63772891945634,-27.80613733409709,9324173.0,0.9023,0.7935,0.7015,0.6392,0.5971,0.5663,111.1,117.0,122.9,127.6,131.1,134.0
7140,19257870.96595829,0.022584002247067896,2.535158053266214,1891777822,38760081.65441849,1524,147048,26.962524804735423,2.535158053266214,-19.637026695616417,52.71090288535878,-27.995494337110586,2962204.0,1.007,0.8867,0.7846,0.7154,0.6686,0.6342,167.9,175.0,182.0,187.5,191.6,194.9
7141,4946997.123691927,0.021365632777183063,2.5696389054500335,1891816851,10524542.285613844,1525,147049,28.29896142012054,2.5696389054500335,-18.14395781032663,52.78919296469686,-27.625035606357656,5733183.0,0.9493,0.8343,0.7371,0.6713,0.6268,0.5943,125.7,131.9,138.0,142.8,146.5,149.4
7142,7738194.124979059,0.018596085117052734,2.6683209388924514,1892396746,18914523.91059519,1526,147049,28.19023357718,2.6683209388924514,-18.613991376670445,52.71167638223686,-27.6439789175915,3651165.0,1.182,1.041,0.922,0.8413,0.7866,0.7466,106.6,111.2,115.9,119.5,122.2,124.4
7143,6734448.789603056,0.027316320153722526,2.5810886861816966,1892397960,11206169.3118136,1527,147048,27.964355275119154,2.5810886861816966,-18.51462420795327,52.489277898226476,-28.068846480532752,4793517.0,0.8252,0.7257,0.6416,0.5846,0.5461,0.5179,120.4,126.2,131.9,136.4,139.8,142.5
7144,15086188.484595062,0.01619778565904944,2.590548362448159,1892398711,42335159.54853725,1528,147048,27.17869833315733,2.590548362448159,-19.3248263071656,52.537485315945545,-28.112183299215122,3111753.0,1.107,0.9737,0.8609,0.7845,0.7328,0.695,361.4,382.8,404.5,421.7,434.7,445.2
7145,7756290.916698774,0.016642384903362062,2.5977908576504687,1892401372,21184384.334275268,1529,147049,27.947644796710218,2.5977908576504687,-18.601395162072162,52.81546264158534,-27.721766611140147,1414634.0,0.929,0.8166,0.7217,0.6574,0.614,0.5822,132.8,138.4,143.9,148.3,151.6,154.1
7146,6218173.3732451005,0.019482380106757163,2.608650671478595,1892404113,14507685.544046175,1530,147048,28.235540303359265,2.608650671478595,-18.381321689373497,52.55142751330056,-28.06261849067034,4631170.0,1.103,0.9678,0.8536,0.7764,0.7243,0.6861,49.81,52.13,54.46,56.28,57.66,58.75
7147,245008488.9924305,0.2471104345667416,2.675404715732751,1892406243,45067904.63616796,1531,147051,24.071810967884243,2.675404715732751,-22.743406281441754,52.50346279824047,-27.55534759006364,7614041.0,0.3248,0.2859,0.253,0.2307,0.2156,0.2046,105.3,110.7,116.1,120.3,123.5,126.1
7148,81711545.8085282,0.12357002114801287,2.668746825567178,1892409225,30057137.95796859,1532,147049,25.355884637509966,2.668746825567178,-21.44863148461715,52.81239966068459,-27.764710286983423,8476673.0,0.5894,0.5191,0.4596,0.4193,0.392,0.372,80.78,84.71,88.65,91.74,94.08,95.94
7149,5942060.004219124,0.0184215271251286,2.5973449762240115,1892411751,14661848.32130356,1533,147048,28.222201569168384,2.5973449762240115,-18.324036883531175,52.57586443086891,-27.896709787513252,101412.0,1.142,1.003,0.8862,0.807,0.7535,0.7143,153.0,161.4,169.9,176.5,181.6,185.6
7150,9354700.676044565,0.019067670114028063,2.6093364319068897,1892419744,22300242.48112545,1534,147049,27.796379323453394,2.6093364319068897,-18.824757555788402,52.75549339973296,-27.577259052589103,6302408.0,1.292,1.14,1.01,0.9222,0.8627,0.819,282.2,293.5,304.8,313.6,320.2,325.4
7151,20443536.317256134,0.012240481964667085,2.6606480114032216,1892425852,75916263.22122876,1535,147048,27.18023301611955,2.6606480114032216,-19.618733971129302,52.70536094165054,-28.004334604826223,7886419.0,1.321,1.161,1.025,0.9333,0.8713,0.8259,575.1,606.3,637.9,662.7,681.6,696.6
7152,195724081.4450267,0.0335813221752167,2.657889033691766,1892429049,264925517.5294394,1536,147049,24.56594405657869,2.657889033691766,-22.22553929596314,52.63373860048721,-27.563251881467032,3578962.0,0.6022,0.5301,0.4692,0.4278,0.3999,0.3794,201.7,211.9,222.2,230.3,236.4,241.2
7153,28953291.172318194,0.05910508440501189,2.663624588056113,1892430668,22266420.9500601,1537,147051,26.587002389763935,2.663624588056113,-20.214007074939598,52.501137967624565,-27.61122986270399,8793127.0,0.6381,0.5606,0.4952,0.4509,0.421,0.3991,180.7,190.0,199.3,206.7,212.3,216.7
7154,89037491.61343852,0.04590449861686764,2.670180338023867,1892435707,88164751.42187087,1538,147049,25.398375449463963,2.670180338023867,-21.407325698305566,52.71051916968876,-27.675390065995607,7517801.0,0.6584,0.5793,0.5123,0.467,0.4363,0.4139,153.4,160.4,167.5,173.0,177.2,180.5
7155,38445941.08610146,0.025770211937280168,2.6072503167722654,1892437232,67812510.8514499,1539,147048,26.19748529438232,2.6072503167722654,-20.41064658297353,52.542080666512014,-28.00132647104383,8922630.0,0.7571,0.6665,0.5898,0.5379,0.5027,0.477,51.66,54.64,57.65,60.04,61.85,63.29
7156,21019150.549348757,0.018261237780198843,2.6677906523396073,1892440615,52319341.41382742,1540,147051,27.10018238034852,2.6677906523396073,-19.703679930432667,52.58648841212941,-27.60403491716181,3140896.0,1.21,1.062,0.9363,0.8516,0.7944,0.7525,200.9,209.2,217.4,223.8,228.7,232.5
7157,40496168.93943878,0.016800281671050996,2.6085890689148186,1892441951,109565719.6607894,1541,147174,26.20743716090951,2.6085890689148186,-20.40904080495219,52.95962645006339,-27.62861333362353,5762151.0,0.8763,0.7717,0.6832,0.6231,0.5825,0.5527,54.66,56.93,59.2,60.97,62.3,63.36
7158,17932607.378231138,0.06891106888664458,2.6187223505167574,1892445007,11828557.158693263,1542,147048,26.958797798259035,2.6187223505167574,-19.711354817863374,52.48914843389984,-27.993154755080884,4948876.0,0.7705,0.6781,0.5999,0.5469,0.511,0.4848,50.45,52.49,54.53,56.12,57.32,58.26
7159,11041530.979885194,0.018614869682444222,2.6511014349855238,1892455921,26961659.16682706,1543,147048,27.76616443671047,2.6511014349855238,-19.002675352165895,52.73572754260968,-27.89226702213961,9158122.0,1.234,1.088,0.9635,0.8793,0.8223,0.7805,119.1,124.7,130.2,134.5,137.8,140.4
7160,22891557.433069717,0.015743646613324298,2.6440480173850567,1892456126,66091761.54819044,1544,147174,26.98130730694556,2.6440480173850567,-19.77670149785422,53.053277959227565,-27.645711861452114,2009265.0,0.917,0.8063,0.7128,0.6494,0.6066,0.5752,131.8,137.2,142.5,146.7,149.8,152.3
7161,137918056.26537013,0.3214148380602804,2.5951154051894543,1892457998,19504396.857811186,1545,147048,24.380999053908457,2.5951154051894543,-22.15122960594515,52.5335407012955,-28.15805952478853,7752253.0,0.3834,0.3372,0.2981,0.2716,0.2538,0.2407,61.53,64.15,66.77,68.82,70.36,71.59
7162,506115244.133152,0.04696723741550246,2.6237022091783144,1892459224,489814594.93070793,1546,147051,23.384516638299047,2.6237022091783144,-23.30971287071946,52.52192171432989,-27.58374509632607,6352878.0,0.4916,0.4342,0.3854,0.3523,0.3298,0.3133,59.6,62.51,65.43,67.73,69.46,70.84
7163,11929266.617900914,0.017121627489815307,2.658052238864752,1892461199,31669851.014181715,1547,147051,27.716244020987286,2.658052238864752,-19.075783563260188,52.56923816988766,-27.63281272161494,6484610.0,1.012,0.8903,0.7872,0.7174,0.6702,0.6356,108.8,113.4,117.9,121.5,124.1,126.2
7164,168884143.6068218,0.014013876911847736,2.68847160767152,1892995236,547782175.5119232,1548,147051,24.901887221026733,2.68847160767152,-21.945058993854936,52.4839498818279,-27.68924452660273,2043009.0,0.7747,0.6789,0.5983,0.5438,0.5071,0.4802,175.4,183.8,192.1,198.7,203.6,207.6
7165,36163623.56298375,0.025184697608537695,2.731220363344017,1893000796,65269835.540429994,1549,147048,26.478073832619025,2.731220363344017,-20.340620693218213,52.56283582702866,-28.13106984695704,1017518.0,0.8314,0.732,0.648,0.5909,0.5524,0.5241,294.5,307.6,320.7,330.9,338.6,344.7
7166,92763476.68537392,0.029654166059500865,2.6870542972148814,1893003467,142189858.21609607,1550,147049,25.450543476152756,2.6870542972148814,-21.39249525341934,52.76915083973241,-27.632866612612748,8554912.0,0.6203,0.5444,0.4803,0.437,0.4078,0.3864,118.1,123.6,129.1,133.4,136.6,139.2
7167,11212152.346213318,0.019892989548518453,2.74047147067885,1893003654,25619240.74917125,1551,147174,27.792793037494242,2.74047147067885,-19.0284988583803,52.93100210655469,-27.76153536356079,268138.0,0.8389,0.7378,0.6523,0.5944,0.5553,0.5266,42.93,44.95,46.97,48.55,49.75,50.7
7168,19821862.728991494,0.02127607718056508,2.695559534994264,1893004327,42347738.860043675,1552,147051,27.18735468850448,2.695559534994264,-19.66043369973823,52.537305970653776,-27.706277105800066,50350.0,0.8571,0.7542,0.6671,0.6081,0.5682,0.539,87.17,90.4,93.6,96.09,97.96,99.44
7169,177900448.2790256,0.39942731069849613,2.7093155870716568,1893004654,20244945.1905078,1553,147051,24.376559875654042,2.7093155870716568,-22.459118607710323,52.52659653068553,-27.783519285196473,7454121.0,0.3713,0.3261,0.288,0.2622,0.2448,0.232,28.62,29.99,31.37,32.45,33.27,33.92
7170,20702269.9665425,0.015479931977020174,2.675340720830284,1893006839,60789173.531473,1554,147048,27.150575489529203,2.675340720830284,-19.664525258654542,52.71406358061675,-27.953986106873373,5007198.0,0.9449,0.8301,0.7332,0.6676,0.6233,0.5908,143.2,149.0,154.7,159.2,162.6,165.2
7171,7436132.357465252,0.02845430579609125,2.78601214238915,1893011265,11878905.732954212,1555,147051,28.297002168203573,2.78601214238915,-18.628524481231267,52.60280669449245,-27.62468559336119,6205060.0,1.051,0.9258,0.8196,0.7476,0.6989,0.6632,508.8,532.2,555.6,574.0,587.9,598.9
7172,16170895.08119293,0.013117557982761364,2.6868949657118653,1893013727,56034872.2281033,1556,147049,27.47067163601382,2.6868949657118653,-19.371927772642447,52.86826277982533,-27.699634421809694,7582213.0,1.256,1.103,0.9745,0.8874,0.8285,0.7854,148.5,157.4,166.5,173.6,179.0,183.4
7173,59850634.249103315,0.021854115280775525,2.6939311895223925,1893017853,124483802.70751008,1557,147051,25.97687879831049,2.6939311895223925,-20.871898069151314,52.48316849755248,-27.69579374298251,3083208.0,0.783,0.6875,0.6068,0.5523,0.5155,0.4885,167.5,176.2,184.9,191.8,197.0,201.1
7174,39193142.138457984,0.11799755784293467,2.691866968010438,1893020805,15097824.84829342,1558,147174,26.210693666830593,2.691866968010438,-20.639334814210933,52.8630805355216,-27.790881710817697,2101305.0,0.5253,0.4612,0.4072,0.3706,0.346,0.3279,127.8,133.4,139.0,143.4,146.8,149.4
7175,28709050.055596158,0.11693515389711315,2.6914336298497,1893021227,11159662.233455468,1559,147051,26.55242091946849,2.6914336298497,-20.297870102655033,52.70485126982198,-27.817105432313195,6749303.0,0.5521,0.4856,0.4295,0.3914,0.3657,0.3468,31.18,32.55,33.91,34.98,35.78,36.42
7176,19752335.001013912,0.04609850745164252,2.6893743802728687,1893022879,19476409.5145342,1560,147051,27.087313900781243,2.6893743802728687,-19.762120829499743,52.58956006334039,-27.665637879834648,9623170.0,0.7839,0.6895,0.6098,0.5558,0.5192,0.4925,95.15,98.88,102.6,105.5,107.7,109.4
7177,217295275.5495611,0.02331520119451107,2.6840558705597424,1893024533,423631685.4881265,1561,147051,24.544756304486715,2.6840558705597424,-22.290013292966613,52.53801886615721,-27.687580531013516,4497641.0,0.6444,0.5676,0.5026,0.4585,0.4286,0.4068,282.3,294.8,307.3,317.1,324.5,330.4
7178,22127718.50288502,0.016082349618341325,2.6812765394724436,1893026619,62540947.707522154,1562,147048,27.084587295395092,2.6812765394724436,-19.74251429410581,52.71035790655431,-27.952648473150898,2490766.0,0.8842,0.7762,0.6851,0.6235,0.5819,0.5514,196.0,205.8,215.7,223.5,229.3,234.0
7179,84053800.15390794,0.2990680415382811,2.6839564283834227,1893027295,12775110.506864518,1563,147174,25.234343000908048,2.6839564283834227,-21.60015229307086,52.98057380724024,-27.682832528737,7692871.0,0.4256,0.3748,0.3319,0.3028,0.2831,0.2686,88.2,92.22,96.25,99.41,101.8,103.7
7180,9750741.749128683,0.03652557648347757,2.6912040948656166,1893027449,12134388.46753845,1564,147051,27.891637207379908,2.6912040948656166,-18.9587928509505,52.52624717043367,-27.68224372853389,1591977.0,0.7023,0.6176,0.546,0.4974,0.4647,0.4406,209.8,220.7,231.7,240.3,246.9,252.1
