,blackHoleAccretionRate,blackHoleEddingtonRatio,redshift_x,galaxy_id,blackHoleMass,index,htmid_8,magNorm,redshift_y,M_i,ra,dec,seed,agn_sf_u,agn_sf_g,agn_sf_r,agn_sf_i,agn_sf_z,agn_sf_y,agn_tau_u,agn_tau_g,agn_tau_r,agn_tau_i,agn_tau_z,agn_tau_y
2908,2769269.574983371,0.002355510740716628,1.1540651723096458,2565837103,53438894.41729975,3639,147172,27.463292930859833,1.1540651723096458,-17.20887240414165,53.06139389028211,-28.502348401198343,202855.0,1.33,1.171,1.036,0.9451,0.8833,0.8381,56.13,59.35,62.62,65.2,67.16,68.73
2909,1933240.8795938229,0.0027642062544071602,1.152845982358865,2565837111,31790169.52732036,3640,147172,27.828953700883616,1.152845982358865,-16.837910690417115,53.0495646331317,-28.50050317182656,9058839.0,1.9,1.672,1.48,1.349,1.261,1.196,417.2,436.0,454.8,469.6,480.7,489.6
2910,1108658.0868869703,0.004133877362316857,1.193395742871524,2565837275,12190383.261807704,3641,147172,28.545457783726548,1.193395742871524,-16.28509576641609,53.12178403331242,-28.253451544088847,4208294.0,1.944,1.711,1.515,1.382,1.292,1.226,37.06,39.01,40.97,42.51,43.68,44.61
2911,2470028.7970871464,0.0050806844202327985,1.1999206267138622,2565837390,22098210.978057463,3642,147172,27.669152525814702,1.1999206267138622,-17.188799241604098,53.039220367994474,-28.53750911306017,6637051.0,1.343,1.182,1.046,0.9532,0.8907,0.8449,265.7,279.8,294.1,305.4,313.9,320.7
2912,2259880.4444535994,0.002346152506660794,1.1619492126337407,2565837768,43783103.652735405,3643,147175,27.71899193892948,1.1619492126337407,-16.98615900607943,53.549068902817226,-27.915153546304772,2529212.0,1.539,1.351,1.193,1.086,1.014,0.9612,132.2,138.1,144.0,148.6,152.1,154.9
2913,8076036.768379138,0.00273043836842696,1.1999353014765344,2565838417,134444558.2898678,3644,147172,26.459155523321144,1.1999353014765344,-18.39885777274111,52.948469574627524,-28.048499768860374,7449452.0,0.9377,0.8243,0.7286,0.6637,0.6199,0.5878,62.46,65.52,68.59,71.01,72.83,74.29
2914,1800704.6885463225,0.004104483254216959,1.201499899530727,2565838421,19941660.873302083,3645,147174,28.04979880832719,1.201499899530727,-16.814243156483023,53.533681279572356,-27.61859037443116,206880.0,1.296,1.138,1.005,0.9146,0.8537,0.8092,70.41,74.09,77.8,80.72,82.93,84.7
2915,3116520.1010068106,0.003699286681352709,1.1718213196547818,2565838576,38293870.35757342,3646,147175,27.342530533821826,1.1718213196547818,-17.399594472735824,53.480839875213775,-28.46533638411125,6802956.0,1.01,0.8894,0.787,0.7176,0.6707,0.6363,70.02,72.94,75.85,78.13,79.84,81.19
2916,806939.3772888472,0.0027449776338526323,1.1618484527387052,2565838614,13362244.614196982,3647,147172,28.82275357393192,1.1618484527387052,-15.882024098539357,53.18409014985649,-28.494806961500938,9067316.0,2.239,1.97,1.742,1.587,1.483,1.407,48.09,50.81,53.56,55.73,57.38,58.69
2917,5227443.816367086,0.006221336658117015,1.1571154314392698,2565838622,38192931.136772305,3648,147174,26.649579803450383,1.1571154314392698,-18.035834551753894,53.11599680655771,-27.797118200267832,5458255.0,1.426,1.253,1.107,1.008,0.941,0.8921,141.6,148.2,154.8,160.0,163.9,167.0
2918,6853373.282386133,0.0033980286978812627,1.1896596257242518,2565839078,91675790.60630795,3649,147175,26.56555378878435,1.1896596257242518,-18.249288515008043,53.31643732045328,-28.364697928295552,8797455.0,1.136,0.9981,0.8814,0.8024,0.7491,0.71,221.3,231.0,240.8,248.4,254.1,258.7
2919,54967028.28693795,0.007684991590288533,1.1536360962623808,2565839350,325114381.2476314,3650,147172,24.034074291310862,1.1536360962623808,-20.636225800323572,52.920587747544026,-28.178792095503965,1776700.0,0.7855,0.6896,0.6087,0.5539,0.517,0.4899,388.0,408.4,428.9,445.1,457.3,467.1
2920,53909218.36450104,0.007173158890631498,1.2095292442649543,2565839408,341609471.3541893,3651,147172,24.289210410610377,1.2095292442649543,-20.605580374168458,52.86986028729291,-28.640340112115595,6962386.0,0.7697,0.6766,0.5981,0.5448,0.5089,0.4825,276.1,289.1,302.0,312.2,319.8,325.9
2921,4611289.284817069,0.004896593980208006,1.1569340052443557,2565839532,42806093.224799484,3652,147172,26.818547132016544,1.1569340052443557,-17.866079714643377,53.12927174524938,-28.337223528359743,393731.0,1.46,1.283,1.133,1.031,0.963,0.9128,117.2,123.0,128.8,133.3,136.8,139.5
2922,17290363.499123648,0.0023889831286123585,1.1731016308142075,2565839933,328979139.36003166,3653,147175,25.53454627864648,1.1731016308142075,-19.212646715079952,53.4784312992899,-28.578263798149585,6863507.0,1.149,1.009,0.8918,0.8122,0.7584,0.719,80.28,84.29,88.31,91.48,93.87,95.77
2923,1309563.8661375614,0.004357826094338594,1.1833476018369677,2565839937,13659478.141248435,3654,147172,28.314140929355332,1.1833476018369677,-16.4743237991194,52.92183862134642,-28.14070142067606,3954979.0,1.692,1.489,1.317,1.2,1.121,1.064,83.01,87.12,91.24,94.48,96.93,98.88
2924,12726020.013202233,0.004074878823765121,1.1963959431480546,2565840089,141956480.22020757,3655,147173,25.89263337544111,1.1963959431480546,-18.950528190118327,53.73599272909885,-28.433247148303227,4269809.0,1.257,1.107,0.9801,0.894,0.8359,0.7932,234.6,245.4,256.2,264.6,271.0,276.1
2925,9219666.98273968,0.005326218913647926,1.1941901149212706,2565840143,78681664.93661594,3656,147172,26.199090618689194,1.1941901149212706,-18.634802867092336,53.16082786617458,-28.36440415367552,591230.0,1.162,1.019,0.8982,0.8168,0.7619,0.7217,210.0,220.9,231.9,240.6,247.1,252.3
2926,6159611.3266091645,0.003022747898609519,1.1887189805677059,2565840440,92625102.19806382,3657,147172,26.69425002116783,1.1887189805677059,-18.116666265144552,53.15900319935387,-28.29970527641992,2489461.0,1.224,1.076,0.95,0.865,0.8076,0.7656,55.6,58.31,61.04,63.18,64.8,66.08
2927,2723536.521968537,0.003086285487878628,1.1653093961283836,2565840591,40112010.09146629,3658,147175,27.490036530132215,1.1653093961283836,-17.22755077577609,53.47452320711046,-28.51181679034259,1458211.0,1.637,1.44,1.273,1.16,1.083,1.027,144.0,151.0,158.0,163.6,167.7,171.0
2928,8745913.856003465,0.010710436441647117,1.1518758512431102,2565840615,37117211.89655947,3659,147172,25.99015477759696,1.1518758512431102,-18.672489387979894,52.87537288058541,-28.388709706886583,5565292.0,1.039,0.9125,0.8059,0.7338,0.6851,0.6494,92.7,97.11,101.5,105.0,107.6,109.7
2929,18964307.269942366,0.006452342893655057,1.1772585506619464,2565840767,133597048.54855558,3660,147175,25.314372706297025,1.1772585506619464,-19.44925273637082,53.58208725107361,-28.413614282382408,6854048.0,1.062,0.9322,0.8229,0.749,0.699,0.6625,178.0,187.0,196.0,203.1,208.5,212.8
2930,4357456.48327552,0.012608327889658813,1.166084021136431,2565840890,15709157.11572684,3661,147175,26.787167043536442,1.166084021136431,-17.93328401174226,53.572292651356435,-28.3677466020074,8722850.0,1.068,0.9408,0.8332,0.7601,0.7107,0.6745,95.69,100.4,105.2,109.0,111.8,114.1
2931,1582175.1581546986,0.004116179794031085,1.2037923758614437,2565841025,17471795.752868485,3662,147172,28.199607825595294,1.2037923758614437,-16.673225660981835,52.656766165586454,-28.301579536927214,6315655.0,1.406,1.236,1.092,0.9946,0.9288,0.8806,290.5,303.1,315.7,325.5,332.9,338.8
2932,12152647.051909953,0.0027226718050951644,1.1953632344854284,2565841275,202886387.84165955,3663,147172,25.993716627684453,1.1953632344854284,-18.845107031316733,53.226521596792324,-28.41916985956718,7990395.0,1.185,1.039,0.9159,0.8329,0.7769,0.7359,85.72,89.39,93.06,95.92,98.08,99.79
2933,11518725.649196427,0.004112522753203649,1.2002684251772715,2565841499,127313201.65753998,3664,147172,26.016473560291654,1.2002684251772715,-18.84284167012129,52.95177136898003,-28.474853196354776,7085347.0,1.361,1.195,1.055,0.9605,0.8965,0.8496,408.0,430.4,453.0,470.9,484.4,495.2
2934,865040.4079935125,0.0034375306760280424,1.2042715907231885,2565841652,11438448.773522712,3665,147174,28.885948343851236,1.2042715907231885,-15.988721654170334,53.524367991984214,-27.704273293697412,1948277.0,2.132,1.871,1.651,1.502,1.402,1.328,108.4,113.0,117.6,121.2,123.9,126.1
2935,18687958.730800193,0.006447058271835426,1.1998882091713554,2565841723,131758180.82686487,3666,147175,25.424718932786536,1.1998882091713554,-19.433096912254772,53.33287843424336,-28.062017090544572,8579732.0,0.9382,0.825,0.7293,0.6646,0.6208,0.5887,216.6,228.6,240.7,250.3,257.6,263.4
2936,8378138.921043745,0.0024978720873422944,1.2046662038393379,2565841930,152459566.82124263,3667,147172,26.449335358975794,1.2046662038393379,-18.426846603997063,52.791224802114215,-28.304421395819382,5136053.0,1.496,1.316,1.163,1.06,0.9897,0.9385,195.4,203.7,212.1,218.6,223.5,227.4
2937,6366692.47337675,0.0032112665892897376,1.2059778696624215,2565841933,90118681.9529125,3668,147172,26.720141566598112,1.2059778696624215,-18.161063957227263,52.79733831441791,-28.303851053292394,1100875.0,1.447,1.274,1.129,1.03,0.9628,0.9138,60.64,63.96,67.31,69.96,71.96,73.56
2938,8500322.212870335,0.0031013706003245097,1.2004834002861386,2565841995,124583073.80703507,3669,147174,26.387934233125183,1.2004834002861386,-18.472206337064247,53.422089093725816,-27.61650136722862,5753626.0,1.383,1.218,1.078,0.9828,0.9187,0.8716,455.3,478.0,500.8,518.8,532.3,543.1
2939,55639665.35829502,0.004659725527947596,1.149263327927701,2565842458,542752074.759705,3670,147172,24.07228984081109,1.149263327927701,-20.581235680773123,53.13594417515191,-28.374851670227955,833280.0,0.8762,0.7701,0.6805,0.6198,0.5788,0.5488,88.81,92.67,96.52,99.53,101.8,103.6
2940,5852823.112517238,0.002581645231395668,1.1468575861779051,2565842850,103049563.49928299,3671,147174,26.611107547119882,1.1468575861779051,-18.039298246059214,53.647493348440115,-27.736347666193918,7808235.0,1.321,1.162,1.027,0.9354,0.8736,0.8284,176.9,185.9,195.0,202.1,207.4,211.7
2941,3355470.747884497,0.0025086093865166136,1.189415201597233,2565842909,60799181.590761945,3672,147172,27.386495754178927,1.189415201597233,-17.427326548408963,53.167069446361054,-28.3488418793638,4375032.0,1.379,1.21,1.067,0.9705,0.9053,0.8577,244.8,256.8,268.9,278.4,285.5,291.2
2942,10322616.941277856,0.0054960660624379185,1.1533671082106527,2565842931,85371947.0684538,3673,147175,25.906539421420096,1.1533671082106527,-18.762591156284536,53.238543446255235,-28.319094138967852,6975613.0,0.9312,0.8172,0.7212,0.6562,0.6123,0.5802,359.6,379.1,398.7,414.2,426.0,435.3
2943,30100076.70806008,0.003906135924065469,1.1597886097128725,2565842953,350265667.01955104,3674,147175,24.811338008292594,1.1597886097128725,-19.88567195753329,53.49602818148272,-28.389478625553245,9932093.0,1.013,0.8924,0.7906,0.7215,0.6748,0.6405,233.9,245.6,257.4,266.6,273.6,279.2
2944,24141732.904787365,0.007724514766386186,1.1791297287503761,2565843583,142060896.8795505,3675,147175,25.033372669034463,1.1791297287503761,-19.737638513884278,52.942778355808564,-27.928133277282924,4775540.0,0.7059,0.622,0.5509,0.5027,0.4701,0.4461,220.9,230.5,240.2,247.7,253.4,258.0
2945,2031770.5983853915,0.008561302268695477,1.1950610048266412,2565843632,10787285.172164593,3676,147173,27.79101878612689,1.1950610048266412,-17.046534968407858,53.69933253402099,-28.61349419275538,3480922.0,1.467,1.287,1.135,1.033,0.9636,0.9129,87.39,91.35,95.3,98.4,100.7,102.6
2946,3658291.748308794,0.002879728131151553,1.1862544113395779,2565843885,57743641.40860609,3677,147175,27.260027739919572,1.1862544113395779,-17.540593952903446,53.646037321206656,-28.46517637556919,3498123.0,1.403,1.231,1.087,0.9891,0.9231,0.8747,239.0,251.3,263.7,273.5,280.8,286.7
2947,934001.4916850714,0.002398362587690421,1.2056348037011961,2565843910,17701499.12957713,3678,147172,28.85646647817421,1.2056348037011961,-16.02342544617885,52.81754536677486,-28.528462554608513,9191149.0,2.3,2.022,1.788,1.629,1.522,1.443,238.6,251.6,264.8,275.1,283.0,289.3
2948,9585394.486747118,0.0032356392982918042,1.171536212084633,2565844011,134656464.83760285,3679,147174,26.131699530772764,1.171536212084633,-18.609296463219152,53.4063148174983,-27.551928883909696,6974893.0,1.229,1.079,0.953,0.8675,0.8098,0.7676,449.3,471.3,493.4,510.8,523.9,534.3
2949,3216071.404711553,0.0020744469268273637,1.1812784915149415,2565844030,70469416.18993308,3680,147175,27.424787332735825,1.1812784915149415,-17.355013878902813,53.1173532956622,-28.137561178654376,9912407.0,2.094,1.836,1.619,1.472,1.373,1.301,173.1,181.0,188.9,195.1,199.8,203.5
2950,38192857.45673005,0.00585665066142289,1.1814491057855872,2565844035,296421807.55990934,3681,147175,24.57930552467756,1.1814491057855872,-20.201210377124823,53.12069576770946,-28.139404087895553,1323712.0,0.9357,0.8221,0.7262,0.6613,0.6174,0.5853,264.1,275.8,287.5,296.6,303.5,309.0
2951,14783062.332571473,0.009326984689502004,1.1814697579413145,2565844064,72044438.91813943,3682,147175,25.55329380738906,1.1814697579413145,-19.227308600864482,53.55091052925432,-28.637803493377888,4415142.0,0.914,0.8057,0.714,0.6517,0.6096,0.5786,93.95,98.27,102.6,106.0,108.6,110.6
2952,85519377.75520854,0.030177194561918887,1.1930920237079148,2565844099,128813976.90704988,3683,147174,23.523264242005723,1.1930920237079148,-21.306012002462282,53.582522748454636,-27.704408200185572,4954521.0,0.5726,0.5035,0.4451,0.4055,0.3788,0.3592,167.3,172.9,178.4,182.7,185.9,188.4
2953,1189150.903851017,0.004695701348814818,1.179638514922766,2565844302,11511020.355894763,3684,147175,28.39392487125403,1.179638514922766,-16.379093358614803,53.023693231548506,-28.008637520771305,1133466.0,1.926,1.693,1.497,1.364,1.274,1.208,67.91,71.13,74.36,76.89,78.81,80.33
2954,20856887.883105464,0.002108921770418498,1.1932060013572747,2565844334,449537944.754985,3685,147174,25.42915671710341,1.1932060013572747,-19.400598886598868,53.48791659882708,-27.545353830487475,3962963.0,1.293,1.137,1.004,0.9148,0.8542,0.8099,298.9,311.3,323.7,333.3,340.6,346.4
2955,857731.6891428994,0.002621481685327725,1.1839350834348101,2565844563,14872430.454182597,3686,147175,28.848463645432886,1.1839350834348101,-15.942459392586574,53.462835232205464,-28.49857898678469,5231134.0,1.563,1.374,1.214,1.106,1.033,0.9796,58.73,62.09,65.49,68.18,70.22,71.85
2956,1821960.50998482,0.004455163736595753,1.1959857183614426,2565845180,18588853.67943241,3687,147172,28.003180089429062,1.1959857183614426,-16.838258564815597,52.72922060736763,-28.64851205936871,4095687.0,1.772,1.558,1.376,1.254,1.171,1.11,357.0,374.0,391.2,404.6,414.7,422.8
2957,755100.6307157504,0.002590525502056723,1.1875916490373664,2565845362,13249341.075536527,3688,147172,29.0046592893039,1.1875916490373664,-15.801549549329515,53.1545072573777,-28.38046237948043,6852938.0,1.556,1.371,1.214,1.107,1.035,0.9825,197.6,205.6,213.6,219.8,224.5,228.2
2958,1836199.0029921045,0.0039408176439239394,1.153445957725845,2565845805,21179257.348733738,3689,147173,27.83944958736057,1.153445957725845,-16.830023829824768,53.6437541628077,-28.556795582073242,1920989.0,1.48,1.301,1.149,1.047,0.9778,0.9272,128.9,135.3,141.7,146.7,150.6,153.6
2959,94614751.92046988,0.025028785919221697,1.1634268383089736,2565845825,171828971.47786525,3690,147172,23.31967385524762,1.1634268383089736,-21.390948717497512,52.81404406339807,-28.19709344160254,5723760.0,0.4623,0.4072,0.3605,0.3288,0.3074,0.2917,233.0,241.5,249.9,256.5,261.5,265.4
2960,5622638.0826064665,0.006808431148454721,1.1587599658231746,2565845902,37537936.82092248,3691,147175,26.56475341163244,1.1587599658231746,-18.127796254887,52.99485205914807,-27.998802435795167,3596620.0,0.9639,0.8485,0.7509,0.6847,0.6399,0.6071,140.0,146.7,153.4,158.7,162.6,165.8
2961,45784852.28334892,0.006379729474545168,1.194081255598007,2565845932,326209701.766626,3692,147174,24.422388838734566,1.194081255598007,-20.411047019605387,53.62060285676002,-27.5955057396854,4216527.0,0.761,0.67,0.5929,0.5407,0.5054,0.4795,408.3,429.1,450.0,466.4,478.8,488.7
2962,664394.990821924,0.002325007852353264,1.1576846442081252,2565846105,12989105.51184619,3693,147172,29.040966038180443,1.1576846442081252,-15.646918639783014,52.58070192937444,-28.656637204128078,2522408.0,1.695,1.494,1.324,1.208,1.13,1.073,150.9,157.7,164.4,169.6,173.6,176.8
2963,7008850.088752028,0.00281573996946013,1.1883755030118737,2565846338,113144004.20446391,3694,147175,26.56133009395999,1.1883755030118737,-18.248152177863158,53.501740588938524,-28.52004875361973,8252371.0,1.246,1.095,0.9674,0.8811,0.8228,0.7801,724.3,755.9,787.5,812.3,830.9,845.7
2964,2770230.8548159646,0.0031986322478806365,1.1998109518529696,2565846348,39366696.310039684,3695,147175,27.606481321682185,1.1998109518529696,-17.25101058583197,53.4228367810866,-28.00133050982752,4482322.0,1.682,1.477,1.304,1.187,1.108,1.05,553.8,575.6,597.4,614.3,627.0,637.1
2965,4469323.3730203025,0.004614493576945332,1.17597891926162,2565846540,44024562.830683194,3696,147172,26.934767180575342,1.17597891926162,-17.82380346134489,53.22346587682602,-28.58891570963143,3911356.0,1.193,1.048,0.925,0.8421,0.7861,0.7451,163.7,172.1,180.5,187.1,192.2,196.2
2966,767592.1900316463,0.0032428951921024147,1.1489044101775563,2565846789,10759075.463591384,3697,147172,28.802923625286645,1.1489044101775563,-15.850137213849514,53.056264976484684,-28.183043274921765,7460637.0,2.038,1.788,1.577,1.434,1.337,1.267,182.9,191.6,200.3,207.1,212.2,216.3
2967,36547600.38853019,0.004356539241300739,1.160463374271842,2565846855,381324365.7640061,3698,147173,24.58694592799899,1.160463374271842,-20.112698544046122,53.64467099140016,-28.52883502694366,6336695.0,0.9478,0.8331,0.7363,0.6707,0.6264,0.594,193.6,203.6,213.6,221.5,227.4,232.2
2968,625902.1125589092,0.002769842864480723,1.151182328438725,2565847033,10271375.459682858,3699,147172,29.054045502411064,1.151182328438725,-15.605580546893293,53.175761359981806,-28.405373665697514,581720.0,2.855,2.509,2.217,2.019,1.885,1.787,122.6,128.6,134.6,139.4,143.0,145.8
2969,1931411.354398682,0.002111483868793279,1.1499678572010184,2565847054,41578070.52066812,3700,147172,27.854324198791232,1.1499678572010184,-16.800112690231895,53.17999460789991,-28.402975327000732,90938.0,1.83,1.602,1.411,1.282,1.194,1.131,100.2,104.4,108.5,111.7,114.2,116.1
2970,1942529.913522986,0.00419739807010151,1.1655912556430206,2565847177,21036083.015330836,3701,147174,27.81846960566611,1.1655912556430206,-16.90015985958,53.63962399990108,-27.58274517110994,5952236.0,1.215,1.067,0.9431,0.8589,0.8021,0.7604,303.1,316.7,330.3,341.0,349.0,355.4
2971,4844210.802988176,0.0048371481578915925,1.1793552725204002,2565847400,45520912.932260245,3702,147172,26.853630135663714,1.1793552725204002,-17.91827082919852,53.32126925008619,-28.57225387435965,243746.0,1.059,0.9312,0.8231,0.7499,0.7004,0.6641,107.5,113.1,118.7,123.1,126.4,129.0
2972,87326371.13766813,0.009426844567487078,1.2022099646009532,2565847429,421072022.3337429,3703,147174,23.696700974044443,1.2022099646009532,-21.170065111400127,53.268096262676,-27.721876887432742,9462745.0,0.6192,0.5432,0.4791,0.4358,0.4065,0.3851,409.2,430.5,452.0,468.9,481.6,491.8
2973,3036346.45557695,0.010492488028387797,1.1816222640267915,2565848353,13153767.49607567,3704,147174,27.267846510994143,1.1816222640267915,-17.513394679401234,53.14614367999184,-27.678641226126665,8324812.0,1.359,1.196,1.058,0.964,0.9007,0.8544,560.9,587.1,613.4,634.0,649.5,661.9
2974,9082937.261295222,0.003472629247452842,1.2037463045722254,2565848626,118889969.29550132,3705,147174,26.312561876878622,1.2037463045722254,-18.560095026352815,53.68442939652587,-27.62626334507962,7753059.0,1.162,1.02,0.9002,0.8193,0.7647,0.7247,165.5,172.0,178.4,183.4,187.2,190.2
2975,58575025.58214638,0.008723306999238595,1.1886844134276098,2565848985,305216950.7570041,3706,147174,24.08776438491388,1.1886844134276098,-20.72300759431965,53.27813446090924,-27.757851471705926,9457164.0,0.745,0.6555,0.5798,0.5286,0.4939,0.4685,209.7,219.8,229.9,237.9,243.9,248.7
2976,106672662.285695,0.009038454689573979,1.1965993422820618,2565849054,536458669.44662887,3707,147172,23.460975729764698,1.1965993422820618,-21.38303997701659,53.338140483623164,-28.59941095155665,6349805.0,0.6293,0.5538,0.4899,0.4466,0.4173,0.3958,428.2,446.4,464.6,478.7,489.4,497.9
2977,3610449.16555945,0.0065013733668297935,1.1696713765960567,2565849127,25242562.832116175,3708,147175,27.096351956879527,1.1696713765960567,-17.63734574328838,53.09434852116074,-28.043867512636787,8590082.0,1.526,1.338,1.181,1.074,1.002,0.9491,251.0,263.1,275.2,284.8,292.0,297.7
2978,5365570.406272356,0.002483409209947379,1.1996744707081866,2565849232,98207561.98558131,3709,147174,26.917918764606384,1.1996744707081866,-17.93900085409003,53.693236012772715,-27.567338902115342,4146065.0,1.337,1.177,1.041,0.9489,0.8868,0.8412,253.6,262.1,270.6,277.2,282.1,286.0
2979,10381996.631398164,0.0025808868532430987,1.203943811858076,2565849248,182847588.68752146,3710,147174,26.207720319824364,1.203943811858076,-18.665693566789763,53.567380220444065,-27.67605794884255,5059212.0,1.393,1.224,1.081,0.9847,0.9194,0.8716,149.8,156.4,163.0,168.2,172.1,175.1
2980,5611914.639143046,0.007619175193293947,1.19089240062223,2565849309,33479611.976434495,3711,147172,26.678955472573136,1.19089240062223,-18.14106487290471,53.157189375591166,-28.392275762207895,8854726.0,1.308,1.152,1.02,0.9298,0.8691,0.8246,240.9,252.4,264.0,273.1,280.0,285.4
2981,2597031.8907826087,0.0030900193168383354,1.1684121631206912,2565849571,38202642.774177276,3712,147172,27.55331897655048,1.1684121631206912,-17.175731882955343,52.93372889993389,-28.06566903037103,8092024.0,1.867,1.642,1.452,1.323,1.235,1.172,203.6,214.2,224.8,233.2,239.5,244.5
2982,132051641.33554284,0.003562204469950592,1.174863183172175,2565849651,1685009208.2212842,3713,147172,23.264929520988566,1.174863183172175,-21.489231109462395,52.91406968736824,-28.5530066784313,7240493.0,0.7887,0.6944,0.6146,0.5605,0.5239,0.497,463.3,482.9,502.4,517.7,529.2,538.3
2983,2012161.6021046059,0.003237739591544894,1.2024759322967387,2565850163,28248686.597155765,3714,147175,27.9645630040171,1.2024759322967387,-16.90322320498932,53.583286486739404,-27.874568598159087,5831517.0,1.408,1.239,1.096,0.9992,0.9338,0.8858,149.8,155.8,161.8,166.4,169.9,172.7
2984,1127474.5682702027,0.0035015641471876917,1.1958002866082302,2565850292,14635986.050246386,3715,147172,28.559826262546732,1.1958002866082302,-16.280833487902882,53.13007243053097,-28.492345106937186,9908923.0,1.981,1.74,1.536,1.399,1.306,1.238,54.16,57.3,60.48,62.99,64.9,66.43
2985,2618476.259088305,0.00448777887269924,1.171433755115542,2565850651,26521281.80031968,3716,147172,27.50493798157763,1.171433755115542,-17.235652248277184,53.0573930345436,-28.573648896733445,4753774.0,1.25,1.099,0.9713,0.8849,0.8266,0.7839,145.9,151.2,156.5,160.6,163.6,166.1
2986,715768.133047198,0.003171587348556433,1.1977291140149955,2565850694,10258243.448132513,3717,147172,29.07805714592647,1.1977291140149955,-15.770701418175193,53.217426200449104,-28.537558977093145,4922720.0,2.033,1.785,1.576,1.435,1.339,1.269,304.5,317.5,330.4,340.5,348.1,354.1
2987,23665450.48694104,0.0038349533107718513,1.156459433682664,2565851105,280499450.1078952,3718,147175,25.062276870636317,1.156459433682664,-19.62028970842135,53.272632803858485,-28.415619236089718,854288.0,0.9042,0.7928,0.699,0.6356,0.5928,0.5615,388.5,404.7,420.8,433.3,442.8,450.3
2988,5316755.8510725945,0.005496333402204859,1.1482768862443207,2565851154,43969443.412285246,3719,147175,26.614807905140204,1.1482768862443207,-18.03743985644996,53.21365038350293,-28.11388054495009,9165645.0,1.036,0.9113,0.8062,0.735,0.6869,0.6516,391.6,410.9,430.3,445.6,457.1,466.3
2989,660583.9054099168,0.0029028212291528728,1.1761866520063555,2565851265,10343916.757064242,3720,147175,29.088466801160582,1.1761866520063555,-15.670924645745625,53.162361563126375,-28.09746023189976,2934703.0,1.621,1.426,1.261,1.15,1.075,1.019,65.9,68.9,71.9,74.25,76.02,77.43
2990,210904217.06770185,0.008289620073659248,1.189017947207856,2565851753,1156452917.7544596,3721,147175,22.6959158853071,1.189017947207856,-22.116248397787313,53.62540270398428,-28.47934301137648,6664079.0,0.6176,0.5428,0.4796,0.4368,0.4079,0.3868,293.9,307.6,321.4,332.2,340.3,346.8
2991,4308499.1050373595,0.0037054588825528815,1.1598310805388103,2565852148,52851988.004212916,3722,147172,26.943388686215137,1.1598310805388103,-17.75380539122242,53.20328787626805,-28.433919719669344,9735634.0,1.636,1.439,1.274,1.161,1.085,1.029,158.8,167.3,175.9,182.6,187.7,191.8
2992,11923368.036662972,0.0027650346072375285,1.157914249786518,2565852188,196008857.5293603,3723,147172,25.862484354109085,1.157914249786518,-18.826396601581514,53.074372268900305,-28.48477939771003,3851083.0,1.317,1.157,1.023,0.9312,0.8695,0.8243,471.5,490.9,510.3,525.5,536.8,545.9
2993,2312351.609347106,0.007859845353489091,1.200898304132063,2565852294,13372641.14074471,3724,147174,27.68548159696862,1.200898304132063,-17.17625163896916,53.551344739422255,-27.68619127348217,146593.0,1.04,0.9145,0.8085,0.7367,0.6882,0.6526,73.38,75.94,78.47,80.44,81.92,83.09
2994,22508472.63132743,0.0071748533201071015,1.177858635465066,2565852402,142596976.78638995,3725,147172,25.114993781602713,1.177858635465066,-19.651001008174344,52.900796277406165,-28.404763404012723,8021229.0,0.927,0.8158,0.7218,0.6581,0.615,0.5834,223.3,233.7,244.1,252.2,258.3,263.2
2995,4401719.408994428,0.005031018776434137,1.154209463576036,2565852529,39768914.378034316,3726,147175,26.85385303736537,1.154209463576036,-17.818939464110017,53.13568415329248,-28.010203697303726,141335.0,1.257,1.107,0.9798,0.8938,0.8356,0.7929,367.1,386.9,406.9,422.6,434.6,444.1
2996,1808135.1755454806,0.0028858181626121673,1.1518478486649517,2565852553,28479951.92129506,3727,147175,27.891857121645508,1.1518478486649517,-16.770665199632372,53.304167600013955,-28.286318592747694,2553572.0,1.163,1.021,0.9003,0.8189,0.7641,0.7239,54.84,56.98,59.11,60.77,62.02,63.01
2997,4105163.3261171277,0.0032346222341343854,1.1685700185511472,2565852929,57687828.59283703,3728,147175,27.04721408743579,1.1685700185511472,-17.6824194746872,53.5240845838135,-28.312787180959532,5420306.0,1.139,1.001,0.8839,0.805,0.7516,0.7126,74.49,78.33,82.2,85.25,87.55,89.39
2998,1509242.1355382751,0.0062716469416483345,1.204264477652159,2565852968,10938421.102146672,3729,147174,28.195523155100314,1.204264477652159,-16.679119586416054,53.157506032350845,-27.7440294727853,3633671.0,1.686,1.483,1.311,1.195,1.116,1.058,35.66,37.51,39.38,40.86,41.97,42.86
2999,2235975.266538363,0.0025483406173471223,1.184156043867143,2565853154,39882909.9596238,3730,147175,27.806029192069776,1.184156043867143,-16.985818278573277,53.10827340356199,-28.145244333502017,2052560.0,1.509,1.325,1.17,1.065,0.9944,0.9425,131.5,137.8,144.0,148.9,152.6,155.5
3000,13259127.766306845,0.004330335671219338,1.2035749115154437,2565853276,139178038.72500145,3731,147175,25.86832030327185,1.2035749115154437,-19.003679644696312,53.48150029986638,-28.00207896408488,7850102.0,1.135,0.9992,0.8844,0.8065,0.7538,0.7152,217.9,227.5,237.1,244.6,250.3,254.8
